Orthogroup	Enteroscipio	Lactococcus	equolifaciens	isoflavoniconvertens
OG0001364	BAK43581.1	QPR48857.1		
OG0001365	BAK43594.1		RNL38815.1	
OG0001366	BAK43600.1, BAK43741.1			
OG0001367	BAK43617.1, BAK45156.1			
OG0001368	BAK43623.1			WP_281668622.1
OG0001369	BAK43629.1		RNL40609.1	
OG0001370	BAK43641.1		RNL37328.1	
OG0001371	BAK43647.1		RNL39037.1	
OG0001372	BAK43653.1			WP_281669031.1
OG0001373	BAK43660.1		RNL41866.1	
OG0001374	BAK43663.1		RNL38391.1	
OG0001375	BAK43669.1		RNL38226.1	
OG0001376	BAK43675.1			WP_281668826.1
OG0001377	BAK43693.1, BAK44652.1			
OG0001378	BAK43695.1, BAK44654.1			
OG0001379	BAK43696.1, BAK44655.1			
OG0001380	BAK43698.1, BAK44657.1			
OG0001381	BAK43701.1, BAK44660.1			
OG0001382	BAK43706.1, BAK45915.1			
OG0001383	BAK43707.1, BAK44669.1			
OG0001384	BAK43710.1, BAK44672.1			
OG0001385	BAK43711.1, BAK44673.1			
OG0001386	BAK43712.1, BAK44674.1			
OG0001387	BAK43715.1, BAK44677.1			
OG0001388	BAK43716.1, BAK44678.1			
OG0001389	BAK43719.1, BAK44681.1			
OG0001390	BAK43721.1, BAK44683.1			
OG0001391	BAK43765.1		RNL41924.1	
OG0001392	BAK43766.1			WP_281668291.1
OG0001393	BAK43768.1		RNL41916.1	
OG0001394	BAK43770.1		RNL41918.1	
OG0001395	BAK43771.1, BAK45565.1			
OG0001396	BAK43782.1		RNL40844.1	
OG0001397	BAK43806.1		RNL42102.1	
OG0001398	BAK43809.1	QPR49124.1		
OG0001399	BAK43815.1	QPR49757.1		
OG0001400	BAK43828.1, BAK43836.1			
OG0001401	BAK43829.1		RNL41526.1	
OG0001402	BAK43832.1		RNL41391.1	
OG0001403	BAK43839.1			WP_281668568.1
OG0001404	BAK43840.1, BAK45587.1			
OG0001405	BAK43845.1, BAK45179.1			
OG0001406	BAK43851.1, BAK45380.1			
OG0001407	BAK43860.1			WP_281667979.1
OG0001408	BAK43881.1		RNL39055.1	
OG0001409	BAK43903.1		RNL37320.1	
OG0001410	BAK43904.1		RNL37319.1	
OG0001411	BAK43905.1		RNL37318.1	
OG0001412	BAK43906.1		RNL37317.1	
OG0001413	BAK43909.1, BAK44800.1			
OG0001414	BAK43919.1, BAK44802.1			
OG0001415	BAK43924.1, BAK45727.1			
OG0001416	BAK43953.1		RNL37822.1	
OG0001417	BAK43969.1		RNL42198.1	
OG0001418	BAK43971.1		RNL42151.1	
OG0001419	BAK43972.1		RNL42153.1	
OG0001420	BAK43975.1		RNL42154.1	
OG0001421	BAK43994.1		RNL41528.1	
OG0001422	BAK44002.1			WP_281668992.1
OG0001423	BAK44026.1		RNL41926.1	
OG0001424	BAK44027.1	QPR48822.1		
OG0001425	BAK44029.1		RNL40299.1	
OG0001426	BAK44030.1		RNL40280.1	
OG0001427	BAK44031.1		RNL41946.1	
OG0001428	BAK44034.1, BAK44038.1			
OG0001429	BAK44035.1, BAK44039.1			
OG0001430	BAK44048.1		RNL39079.1	
OG0001431	BAK44050.1		RNL40489.1	
OG0001432	BAK44084.1		RNL39546.1	
OG0001433	BAK44087.1, BAK44098.1			
OG0001434	BAK44095.1, BAK44796.1			
OG0001435	BAK44108.1			WP_281668199.1
OG0001436	BAK44112.1	QPR49154.1		
OG0001437	BAK44115.1			WP_281668132.1
OG0001438	BAK44119.1			WP_281668148.1
OG0001439	BAK44129.1		RNL40281.1	
OG0001440	BAK44133.1, BAK44134.1			
OG0001441	BAK44188.1		RNL37987.1	
OG0001442	BAK44233.1	QPR49822.1		
OG0001443	BAK44246.1		RNL40213.1	
OG0001444	BAK44247.1		RNL42187.1	
OG0001445	BAK44274.1			WP_281668800.1
OG0001446	BAK44275.1			WP_281668798.1
OG0001447	BAK44285.1		RNL42030.1	
OG0001448	BAK44310.1, BAK45883.1			
OG0001449	BAK44319.1		RNL38781.1	
OG0001450	BAK44320.1		RNL38782.1	
OG0001451	BAK44321.1		RNL38002.1	
OG0001452	BAK44325.1	QPR49052.1		
OG0001453	BAK44331.1		RNL38394.1	
OG0001454	BAK44332.1		RNL38439.1	
OG0001455	BAK44334.1		RNL38393.1	
OG0001456	BAK44342.1			WP_281668472.1
OG0001457	BAK44343.1			WP_281668471.1
OG0001458	BAK44346.1		RNL38586.1	
OG0001459	BAK44357.1		RNL37658.1	
OG0001460	BAK44367.1		RNL39423.1	
OG0001461	BAK44369.1	QPR48710.1		
OG0001462	BAK44376.1			WP_281668910.1
OG0001463	BAK44377.1			WP_114614903.1
OG0001464	BAK44378.1			WP_281668911.1
OG0001465	BAK44379.1			WP_281668912.1
OG0001466	BAK44412.1		RNL40349.1	
OG0001467	BAK44423.1, BAK45344.1			
OG0001468	BAK44428.1	QPR48073.1		
OG0001469	BAK44471.1	QPR49255.1		
OG0001470	BAK44496.1, BAK44503.1			
OG0001471	BAK44500.1, BAK45386.1			
OG0001472	BAK44512.1			WP_281668642.1
OG0001473	BAK44513.1			WP_281668643.1
OG0001474	BAK44515.1			WP_281668641.1
OG0001475	BAK44517.1			WP_281668297.1
OG0001476	BAK44518.1			WP_281668644.1
OG0001477	BAK44541.1	QPR49467.1		
OG0001478	BAK44594.1		RNL40587.1	
OG0001479	BAK44623.1, BAK44942.1			
OG0001480	BAK44637.1		RNL41963.1	
OG0001481	BAK44695.1		RNL39915.1	
OG0001482	BAK44700.1		RNL39916.1	
OG0001483	BAK44705.1		RNL39917.1	
OG0001484	BAK44706.1		RNL39918.1	
OG0001485	BAK44707.1		RNL39919.1	
OG0001486	BAK44711.1		RNL39923.1	
OG0001487	BAK44714.1		RNL39926.1	
OG0001488	BAK44715.1		RNL39927.1	
OG0001489	BAK44717.1		RNL39929.1	
OG0001490	BAK44718.1		RNL39930.1	
OG0001491	BAK44719.1		RNL39931.1	
OG0001492	BAK44720.1		RNL39932.1	
OG0001493	BAK44722.1		RNL39934.1	
OG0001494	BAK44723.1		RNL39962.1	
OG0001495	BAK44743.1, BAK44749.1			
OG0001496	BAK44754.1	QPR48566.1		
OG0001497	BAK44755.1	QPR49568.1		
OG0001498	BAK44760.1			WP_114615905.1
OG0001499	BAK44806.1			WP_281668065.1
OG0001500	BAK44807.1		RNL40606.1	
OG0001501	BAK44816.1	QPR48789.1		
OG0001502	BAK44817.1	QPR48790.1		
OG0001503	BAK44829.1, BAK45157.1			
OG0001504	BAK44865.1	QPR49357.1		
OG0001505	BAK44875.1	QPR48476.1		
OG0001506	BAK44877.1	QPR49785.1		
OG0001507	BAK44887.1			WP_281669000.1
OG0001508	BAK44914.1			WP_281668427.1
OG0001509	BAK44941.1		RNL42069.1	
OG0001510	BAK44946.1		RNL39415.1	
OG0001511	BAK44956.1			WP_181861928.1
OG0001512	BAK44975.1	QPR48470.1		
OG0001513	BAK44976.1	QPR48540.1		
OG0001514	BAK44993.1			WP_281667831.1
OG0001515	BAK45016.1			WP_281669055.1
OG0001516	BAK45040.1	QPR49018.1		
OG0001517	BAK45043.1	QPR49759.1		
OG0001518	BAK45044.1		RNL39954.1	
OG0001519	BAK45046.1		RNL39956.1	
OG0001520	BAK45047.1		RNL39957.1	
OG0001521	BAK45048.1		RNL39958.1	
OG0001522	BAK45049.1		RNL39959.1	
OG0001523	BAK45054.1			WP_281669139.1
OG0001524	BAK45075.1			WP_281668430.1
OG0001525	BAK45125.1		RNL38580.1	
OG0001526	BAK45126.1		RNL38579.1	
OG0001527	BAK45128.1, BAK45579.1			
OG0001528	BAK45133.1			WP_281669030.1
OG0001529	BAK45134.1		RNL38780.1	
OG0001530	BAK45135.1		RNL42065.1	
OG0001531	BAK45146.1		RNL41949.1	
OG0001532	BAK45153.1, BAK45154.1			
OG0001533	BAK45176.1		RNL39142.1	
OG0001534	BAK45208.1		RNL40636.1	
OG0001535	BAK45230.1	QPR49525.1		
OG0001536	BAK45251.1	QPR48908.1		
OG0001537	BAK45260.1			WP_281668213.1
OG0001538	BAK45275.1		RNL41094.1	
OG0001539	BAK45291.1		RNL39549.1	
OG0001540	BAK45294.1		RNL37463.1	
OG0001541	BAK45295.1		RNL37461.1	
OG0001542	BAK45320.1		RNL41937.1	
OG0001543	BAK45328.1			WP_281668900.1
OG0001544	BAK45329.1			WP_281668901.1
OG0001545	BAK45334.1			WP_281667872.1
OG0001546	BAK45338.1		RNL42195.1	
OG0001547	BAK45339.1		RNL42114.1	
OG0001548	BAK45351.1	QPR49660.1		
OG0001549	BAK45367.1		RNL40472.1	
OG0001550	BAK45383.1		RNL38076.1	
OG0001551	BAK45400.1		RNL41846.1	
OG0001552	BAK45433.1		RNL38229.1	
OG0001553	BAK45443.1, BAK45444.1			
OG0001554	BAK45483.1			WP_281667849.1
OG0001555	BAK45532.1	QPR49872.1		
OG0001556	BAK45533.1			WP_281669014.1
OG0001557	BAK45550.1		RNL39953.1	
OG0001558	BAK45556.1	QPR49678.1		
OG0001559	BAK45557.1		RNL41969.1	
OG0001560	BAK45558.1		RNL39951.1	
OG0001561	BAK45589.1		RNL37555.1	
OG0001562	BAK45590.1		RNL37564.1	
OG0001563	BAK45591.1		RNL37554.1	
OG0001564	BAK45618.1		RNL39174.1	
OG0001565	BAK45627.1		RNL39070.1	
OG0001566	BAK45645.1		RNL40343.1	
OG0001567	BAK45654.1			WP_114614670.1
OG0001568	BAK45660.1	QPR48697.1		
OG0001569	BAK45682.1	QPR48360.1		
OG0001570	BAK45687.1	QPR49826.1		
OG0001571	BAK45690.1	QPR49829.1		
OG0001572	BAK45691.1	QPR49830.1		
OG0001573	BAK45692.1	QPR49831.1		
OG0001574	BAK45709.1	QPR48272.1		
OG0001575	BAK45775.1		RNL39050.1	
OG0001576	BAK45776.1		RNL39049.1	
OG0001577	BAK45777.1		RNL39048.1	
OG0001578	BAK45778.1		RNL39047.1	
OG0001579	BAK45788.1			WP_281668304.1
OG0001580	BAK45789.1			WP_281668303.1
OG0001581	BAK45825.1	QPR49871.1		
OG0001582	BAK45948.1		RNL41932.1	
OG0001583	BAK45949.1		RNL41933.1	
OG0001584	BAK45950.1			WP_170151664.1
OG0001585		QPR48028.1, QPR49287.1		
OG0001586		QPR48029.1, QPR49286.1		
OG0001587		QPR48034.1, QPR48673.1		
OG0001588		QPR48037.1, QPR49288.1		
OG0001589		QPR48038.1, QPR48205.1		
OG0001590		QPR48048.1, QPR49292.1		
OG0001591		QPR48050.1, QPR48480.1		
OG0001592		QPR48070.1		WP_181861884.1
OG0001593		QPR48090.1, QPR49946.1		
OG0001594		QPR48098.1, QPR48301.1		
OG0001595		QPR48133.1	RNL41372.1	
OG0001596		QPR48134.1	RNL41371.1	
OG0001597		QPR48159.1, QPR48521.1		
OG0001598		QPR48169.1, QPR48553.1		
OG0001599		QPR48176.1, QPR49223.1		
OG0001600		QPR48198.1, QPR48528.1		
OG0001601		QPR48203.1, QPR49918.1		
OG0001602		QPR48219.1, QPR48226.1		
OG0001603		QPR48225.1, QPR49701.1		
OG0001604		QPR48230.1, QPR49137.1		
OG0001605		QPR48280.1, QPR49366.1		
OG0001606		QPR48284.1, QPR48637.1		
OG0001607		QPR48288.1	RNL41398.1	
OG0001608		QPR48314.1, QPR48451.1		
OG0001609		QPR48321.1, QPR49708.1		
OG0001610		QPR48322.1		WP_281669040.1
OG0001611		QPR48335.1, QPR49249.1		
OG0001612		QPR48352.1, QPR48672.1		
OG0001613		QPR48364.1	RNL39161.1	
OG0001614		QPR48365.1	RNL39160.1	
OG0001615		QPR48372.1	RNL39813.1	
OG0001616		QPR48375.1, QPR49019.1		
OG0001617		QPR48376.1, QPR48647.1		
OG0001618		QPR48390.1	RNL41958.1	
OG0001619		QPR48398.1, QPR48687.1		
OG0001620		QPR48407.1, QPR49301.1		
OG0001621		QPR48413.1, QPR49530.1		
OG0001622		QPR48420.1	RNL39188.1	
OG0001623		QPR48422.1	RNL38056.1	
OG0001624		QPR48432.1, QPR48475.1		
OG0001625		QPR48434.1, QPR49342.1		
OG0001626		QPR48462.1, QPR49560.1		
OG0001627		QPR48471.1, QPR49071.1		
OG0001628		QPR48494.1, QPR48518.1		
OG0001629		QPR48510.1, QPR49277.1		
OG0001630		QPR48527.1, QPR48852.1		
OG0001631		QPR48564.1, QPR48646.1		
OG0001632		QPR48587.1, QPR48588.1		
OG0001633		QPR48608.1, QPR49164.1		
OG0001634		QPR48614.1		WP_281668838.1
OG0001635		QPR48636.1	RNL39069.1	
OG0001636		QPR48642.1	RNL41995.1	
OG0001637		QPR48651.1		WP_281668762.1
OG0001638		QPR48660.1, QPR49320.1		
OG0001639		QPR48694.1	RNL39421.1	
OG0001640		QPR48703.1, QPR49624.1		
OG0001641		QPR48745.1, QPR49505.1		
OG0001642		QPR48754.1, QPR49908.1		
OG0001643		QPR48767.1, QPR49064.1		
OG0001644		QPR48779.1		WP_281668429.1
OG0001645		QPR48788.1, QPR49832.1		
OG0001646		QPR48814.1, QPR49769.1		
OG0001647		QPR48864.1		WP_281669133.1
OG0001648		QPR48891.1, QPR49791.1		
OG0001649		QPR48899.1	RNL37671.1	
OG0001650		QPR48922.1, QPR49440.1		
OG0001651		QPR48995.1, QPR49847.1		
OG0001652		QPR49050.1		WP_281668077.1
OG0001653		QPR49072.1, QPR49900.1		
OG0001654		QPR49073.1, QPR49654.1		
OG0001655		QPR49089.1	RNL39162.1	
OG0001656		QPR49091.1, QPR49726.1		
OG0001657		QPR49119.1		WP_114616002.1
OG0001658		QPR49133.1, QPR49144.1		
OG0001659		QPR49192.1, QPR49915.1		
OG0001660		QPR49196.1		WP_281668840.1
OG0001661		QPR49307.1, QPR49308.1		
OG0001662		QPR49348.1, QPR49695.1		
OG0001663		QPR49362.1	RNL40388.1	
OG0001664		QPR49382.1, QPR49383.1		
OG0001665		QPR49395.1, QPR49531.1		
OG0001666		QPR49435.1, QPR49699.1		
OG0001667		QPR49436.1		WP_281668880.1
OG0001668		QPR49458.1, QPR49509.1		
OG0001669		QPR49470.1, QPR49889.1		
OG0001670		QPR49587.1, QPR49927.1		
OG0001671		QPR49591.1	RNL42024.1	
OG0001672		QPR49594.1, QPR49595.1		
OG0001673		QPR49602.1, QPR49924.1		
OG0001674		QPR49679.1, QPR49902.1		
OG0001675		QPR49714.1		WP_281668687.1
OG0001676		QPR49747.1	RNL38429.1	
OG0001677		QPR49754.1	RNL41925.1	
OG0001678		QPR49794.1, QPR49896.1		
OG0001679		QPR49837.1	RNL41970.1	
OG0001680			RNL36826.1, RNL42124.1	
OG0001681			RNL36969.1, RNL37224.1	
OG0001682			RNL37151.1, RNL39462.1	
OG0001683			RNL37333.1	WP_281668752.1
OG0001684			RNL37435.1	WP_281668615.1
OG0001685			RNL37439.1, RNL37656.1	
OG0001686			RNL37444.1	WP_114615282.1
OG0001687			RNL37453.1	WP_281668657.1
OG0001688			RNL37465.1	WP_281668441.1
OG0001689			RNL37587.1	WP_281668746.1
OG0001690			RNL37588.1	WP_281668747.1
OG0001691			RNL37595.1	WP_281668748.1
OG0001692			RNL37664.1	WP_281668930.1
OG0001693			RNL37809.1	WP_123220070.1
OG0001694			RNL37824.1	WP_281668284.1
OG0001695			RNL37978.1	WP_281669105.1
OG0001696			RNL37997.1, RNL39914.1	
OG0001697			RNL38008.1	WP_281668813.1
OG0001698			RNL38040.1, RNL40491.1	
OG0001699			RNL38214.1	WP_281667896.1
OG0001700			RNL38231.1, RNL38232.1	
OG0001701			RNL38396.1	WP_281668115.1
OG0001702			RNL38401.1	WP_114615481.1
OG0001703			RNL38426.1	WP_281668415.1
OG0001704			RNL38427.1	WP_281668414.1
OG0001705			RNL38428.1	WP_281668413.1
OG0001706			RNL38437.1	WP_281669150.1
OG0001707			RNL38445.1	WP_281668377.1
OG0001708			RNL38548.1	WP_281668960.1
OG0001709			RNL38573.1, RNL38574.1	
OG0001710			RNL38754.1, RNL39505.1	
OG0001711			RNL38766.1	WP_123219572.1
OG0001712			RNL38783.1	WP_281668789.1
OG0001713			RNL38790.1	WP_123219826.1
OG0001714			RNL38792.1	WP_281668632.1
OG0001715			RNL38795.1	WP_281668599.1
OG0001716			RNL38824.1	WP_281668158.1
OG0001717			RNL38832.1, RNL41909.1	
OG0001718			RNL38852.1	WP_281668495.1
OG0001719			RNL39062.1	WP_281668530.1
OG0001720			RNL39067.1, RNL40571.1	
OG0001721			RNL39068.1, RNL40570.1	
OG0001722			RNL39146.1	WP_281668721.1
OG0001723			RNL39158.1, RNL40347.1	
OG0001724			RNL39173.1	WP_114614653.1
OG0001725			RNL39454.1	WP_281668022.1
OG0001726			RNL39502.1	WP_281668422.1
OG0001727			RNL39530.1	WP_281667825.1
OG0001728			RNL39550.1	WP_281668102.1
OG0001729			RNL39812.1	WP_281667956.1
OG0001730			RNL39827.1	WP_281667946.1
OG0001731			RNL39830.1	WP_281667940.1
OG0001732			RNL39897.1	WP_281669121.1
OG0001733			RNL39943.1	WP_281668338.1
OG0001734			RNL39965.1	WP_281668127.1
OG0001735			RNL40216.1	WP_281667847.1
OG0001736			RNL40237.1	WP_281668463.1
OG0001737			RNL40240.1	WP_281668465.1
OG0001738			RNL40248.1	WP_281668571.1
OG0001739			RNL40251.1	WP_281668259.1
OG0001740			RNL40274.1	WP_281668597.1
OG0001741			RNL40326.1	WP_281668541.1
OG0001742			RNL40350.1	WP_244594990.1
OG0001743			RNL40355.1	WP_281668484.1
OG0001744			RNL40356.1	WP_281668483.1
OG0001745			RNL40369.1	WP_281667903.1
OG0001746			RNL40375.1	WP_114615595.1
OG0001747			RNL40376.1	WP_281668476.1
OG0001748			RNL40377.1	WP_281668475.1
OG0001749			RNL40380.1, RNL40381.1	
OG0001750			RNL40389.1	WP_281668438.1
OG0001751			RNL40390.1, RNL40392.1	
OG0001752			RNL40438.1, RNL40488.1	
OG0001753			RNL40443.1	WP_281667805.1
OG0001754			RNL40463.1	WP_281668709.1
OG0001755			RNL40473.1	WP_281668749.1
OG0001756			RNL40485.1	WP_281667837.1
OG0001757			RNL40486.1	WP_281667838.1
OG0001758			RNL40519.1	WP_281668848.1
OG0001759			RNL40616.1, RNL40617.1	
OG0001760			RNL40626.1	WP_281669076.1
OG0001761			RNL40627.1	WP_281669077.1
OG0001762			RNL40629.1, RNL40630.1	
OG0001763			RNL40631.1	WP_281668270.1
OG0001764			RNL40644.1	WP_281669017.1
OG0001765			RNL40645.1	WP_281669019.1
OG0001766			RNL40660.1	WP_281668957.1
OG0001767			RNL40794.1	WP_281668180.1
OG0001768			RNL40809.1	WP_281668350.1
OG0001769			RNL40821.1	WP_114614818.1
OG0001770			RNL40835.1	WP_281668573.1
OG0001771			RNL40850.1	WP_281668579.1
OG0001772			RNL40851.1	WP_281668580.1
OG0001773			RNL40856.1	WP_281668188.1
OG0001774			RNL40866.1	WP_281668574.1
OG0001775			RNL41018.1	WP_281667924.1
OG0001776			RNL41020.1	WP_281668034.1
OG0001777			RNL41036.1	WP_281667944.1
OG0001778			RNL41065.1	WP_281669042.1
OG0001779			RNL41403.1	WP_281668808.1
OG0001780			RNL41430.1	WP_281667931.1
OG0001781			RNL41487.1	WP_281668409.1
OG0001782			RNL41490.1	WP_281668876.1
OG0001783			RNL41516.1	WP_281668394.1
OG0001784			RNL41529.1	WP_281668864.1
OG0001785			RNL41530.1	WP_281668651.1
OG0001786			RNL41544.1	WP_281669144.1
OG0001787			RNL41550.1	WP_281668652.1
OG0001788			RNL41840.1	WP_123219742.1
OG0001789			RNL41901.1	WP_281668421.1
OG0001790			RNL41903.1	WP_281668084.1
OG0001791			RNL41910.1	WP_281668070.1
OG0001792			RNL41956.1	WP_281668103.1
OG0001793			RNL42026.1	WP_281667978.1
OG0001794			RNL42033.1, RNL42038.1	
OG0001795			RNL42039.1	WP_281667976.1
OG0001796			RNL42075.1	WP_281668030.1
OG0001797			RNL42080.1	WP_281668025.1
OG0001798			RNL42082.1	WP_281668847.1
OG0001799			RNL42103.1	WP_281668348.1
OG0001800			RNL42104.1	WP_281668347.1
OG0001801			RNL42108.1	WP_281667877.1
OG0001802			RNL42146.1	WP_281667855.1
OG0001803			RNL42162.1	WP_281668129.1
OG0001804			RNL42196.1	WP_281669029.1
OG0001805				WP_114615917.1, WP_114615920.1
OG0001806				WP_114615918.1, WP_281668116.1
OG0001807				WP_123220084.1, WP_281668561.1
OG0001808				WP_281667833.1, WP_281668570.1
OG0001809				WP_281668069.1, WP_281668073.1
OG0001810				WP_281668108.1, WP_281668248.1
OG0001811				WP_281668138.1, WP_281668142.1
OG0001812				WP_281668208.1, WP_281668433.1
