Orthogroup	GCA_000008865.2	MG1655	Wolbachia	fragilis
OG0000167				QRP90484.1, QRP90485.1, QRP90486.1, QRP90487.1, QRP91408.1, QRP91409.1
OG0000168	BAA31760.1, BAB33534.1	AAC73218.1, AAC76351.1	QQM00363.1	
OG0000169	BAA31790.2		QQM01319.1	QRP90085.1, QRP91281.1, QRP91588.1
OG0000170	BAA31795.1	AAC74447.1	QQM00565.1, QQM00821.1	QRP90065.1
OG0000171	BAA31806.1, BAB38464.1	AAC77029.1	QQM00976.1	QRP90688.1
OG0000172	BAA31820.1, BAB33733.2, BAB33755.1, BAB35332.2	AAC74409.2		
OG0000173	BAA31838.1	AAC76652.2		QRP88025.1, QRP90324.1, QRP91242.1
OG0000174	BAB33430.1	AAC73118.1	QQM01186.1, QQM01187.1	QRP88847.1
OG0000175	BAB33459.1	AAC73144.1	QQM01375.1	QRP89497.1, QRP91482.1
OG0000176	BAB33465.1, BAB35825.2	AAC73150.1, AAC74765.2		QRP88984.1
OG0000177	BAB33467.2, BAB35827.1	AAC73152.2, AAC74767.1		QRP88986.1
OG0000178	BAB33468.1, BAB35828.1	AAC73153.1, AAC74768.1		QRP88985.1
OG0000179	BAB33473.1, BAB37624.1	AAC73158.1, AAC76375.1	QQM01345.1	
OG0000180	BAB33539.2, BAB34037.1	AAC73223.1, AAC73363.2, AAC73677.1		
OG0000181	BAB33605.2, BAB37755.1	AAC73291.1	QQM01214.1	QRP91168.1
OG0000182	BAB33680.2, BAB36012.1, BAB37154.1, BAB37992.1	AAC74949.1		
OG0000183	BAB33732.1, BAB33756.1, BAB35333.1	AAC73986.1, AAC74410.1		
OG0000184	BAB33758.1, BAB33761.1, BAB37319.2	AAC76048.2		QRP91630.1
OG0000185	BAB33760.2, BAB38467.1	AAC77032.1		QRP88904.1, QRP89245.1
OG0000186	BAB33790.1	AAC73421.1	QQM00383.1, QQM00588.1, QQM00708.1	
OG0000187	BAB33833.1, BAB36469.1	AAC73458.1, AAC75215.1		QRP90822.1
OG0000188	BAB33910.1	AAC73536.1		QRP87645.1, QRP90376.1, QRP90839.1
OG0000189	BAB33946.1	AAC73572.1, AYC08179.1	QQM01198.1	QRP89115.1
OG0000190	BAB34010.1, BAB37637.1	AAC73627.1, AAC76388.1		QRP88335.1
OG0000191	BAB34017.1, BAB36644.1	AAC73634.1, AAC73812.2, AAC74026.1		
OG0000192	BAB34059.1, BAB35816.1	AAC73698.1, AAC74756.1		QRP90854.1
OG0000193	BAB34060.1, BAB38736.2	AAC73699.1, AAC77310.2		QRP89027.1
OG0000194	BAB34062.1	AAC73701.1	QQM01176.1	QRP87502.1, QRP90663.1
OG0000195	BAB34067.1	AAC73706.1	QQM00961.1	QRP89847.1, QRP90885.1
OG0000196	BAB34093.2, BAB34342.1	AAC73733.1, AAC73926.1	QQM00432.1	
OG0000197	BAB34130.1, BAB37438.2	AAC73771.1		QRP89224.1, QRP89407.1
OG0000198	BAB34171.1, BAB38558.1	AAC73817.1, AAC77114.1	QQM00704.1	
OG0000199	BAB34178.1, BAB37091.1	AAC73357.1, AAC75423.1, AAC75850.1		
OG0000200	BAB34195.1	AAC73831.1		QRP88317.1, QRP88469.1, QRP88658.1
OG0000201	BAB34207.1	AAC73843.1		QRP87703.1, QRP88127.1, QRP90606.1
OG0000202	BAB34260.1, BAB34975.2, BAB35226.1, BAB35406.1, BAB35663.1			
OG0000203	BAB34279.1, BAB35722.2	AAC73865.1, AAC74665.2		QRP90653.1
OG0000204	BAB34344.1	AAC73928.1		QRP87989.1, QRP89860.1, QRP91498.1
OG0000205	BAB34379.1	AAC73957.1	QQM00840.1, QQM01440.1	QRP88976.1
OG0000206	BAB34403.1, BAB35718.1, BAB36806.1	AAC73981.1, AAC74661.1		
OG0000207	BAB34409.1, BAB37417.1	AAC73989.1, AAT48170.1		QRP90832.1
OG0000208	BAB34419.2	AAC73999.2	QQM00537.1, QQM01273.1	QRP88531.1
OG0000209	BAB34420.1	AAC74000.1	QQM00676.1	QRP87802.1, QRP89200.1
OG0000210	BAB34480.1, BAB34926.2, BAB35182.1, BAB35709.1, BAB36193.2			
OG0000211	BAB34494.1, BAB34931.1, BAB35630.1, BAB35700.1, BAB36187.1			
OG0000212	BAB34531.1, BAB35056.1, BAB35599.1, BAB36155.1		QQM00827.1	
OG0000213	BAB34561.2, BAB36289.1	AAC74067.2, AAC75122.1		QRP88238.1
OG0000214	BAB34574.1, BAB36514.1	AAC74081.1, AAC75262.1		QRP87657.1
OG0000215	BAB34774.1, BAB34775.2, BAB34778.1, BAB34779.1, BAB34781.1			
OG0000216	BAB34829.1, BAB37962.1	AAC73348.1, AAC75066.1, AAC75694.1		
OG0000217	BAB34892.1	AAC74175.1	QQM01134.1	QRP88357.1, QRP89138.1
OG0000218	BAB34919.2	AAC74202.1	QQM01327.1	QRP88055.1, QRP91417.1
OG0000219	BAB34966.1, BAB35216.1, BAB35395.1, BAB35673.1		QQM00714.1	
OG0000220	BAB34967.1, BAB35218.1, BAB35397.1, BAB35398.1, BAB35671.1			
OG0000221	BAB34969.1, BAB35016.1, BAB35220.1, BAB35400.1, BAB35669.1			
OG0000222	BAB35074.1, BBE29445.1	AAC74455.1, AAC74619.1, AYC08183.1		
OG0000223	BAB35108.2, BAB38458.1	AAC74274.1, AAC77023.1		QRP91177.1
OG0000224	BAB35115.1, BAB35927.1	AAC74279.1, AAC74865.1		QRP88258.1
OG0000225	BAB35211.1, BAB35390.1, BAB35678.1	ABD18667.1, ABP93436.1		
OG0000226	BAB35296.2, BAB36239.2	AAC74378.2, AAC75075.2		QRP91351.1
OG0000227	BAB35519.1	AAC74564.1		QRP89026.1, QRP89031.1, QRP90424.1
OG0000228	BAB35521.1, BAB37820.1	AAC74566.1, AAC76542.1		QRP87625.1
OG0000229	BAB35533.2, BAB38090.1, BAB38699.1	AAC77273.1, AYC08213.1		
OG0000230	BAB35535.1, BAB37853.2, BAB38698.1	AAC74030.2, AAC77272.1		
OG0000231	BAB35741.1, BAB38527.1	AAC74684.1, AAC77083.1		QRP91354.1
OG0000232	BAB35766.1, BAB37791.1	AAC74706.1, AAC76521.1		QRP89521.1
OG0000233	BAB35774.2, BAB37017.1	AAC74714.2		QRP88564.1, QRP89054.1
OG0000234	BAB35810.1, BAB37093.1	AAC74750.1, AAC75852.1		QRP87770.1
OG0000235	BAB35817.1	AAC74757.1, AAC76015.1, AAT48158.1		QRP87647.1
OG0000236	BAB35960.1	AAC73375.1, AAC74897.1, AAC76598.1, AAC77255.1		
OG0000237	BAB36258.1, BAB36276.1	AAC75109.1	QQM00907.1	QRP88534.1
OG0000238	BAB36259.1, BAB36277.1	AAC75110.1		QRP88184.1, QRP89346.1
OG0000239	BAB36268.1			QRP87951.1, QRP88736.1, QRP89560.1, QRP90320.1
OG0000240	BAB36316.1, BAB37432.1	AAC75777.2, AAC76165.1, AAC77256.1		
OG0000241	BAB36359.2	AAC75186.2		QRP88992.1, QRP89329.1, QRP90418.1
OG0000242	BAB36437.1	AAC74246.1, AAC75188.1	QQM00398.1	QRP91286.1
OG0000243	BAB36442.2	AAC75193.1		QRP87671.1, QRP88140.1, QRP91228.1
OG0000244	BAB36588.1	AAC75341.1	QQM01465.1	QRP90612.1, QRP91203.1
OG0000245	BAB36612.1, BAB37676.1, BAB38724.1	AAC75365.1, AAC76436.1		
OG0000246	BAB36669.1, BAB36971.1	AAC75426.1, AAC75733.1		QRP89456.1
OG0000247	BAB36670.1, BAB36970.1	AAC75427.1, AAC75732.1		QRP89053.1
OG0000248	BAB36688.1	AAC75444.1	QQM01156.1	QRP88243.1, QRP88751.1
OG0000249	BAB36717.2, BAB36718.1	AAC75476.2, AAC75477.1	QQM01259.1	
OG0000250	BAB36758.2	AAC75526.2	QQM01154.1	QRP88145.1, QRP91194.1
OG0000251	BAB36787.1, BAB38135.1	AAC75555.1, AAT48210.1		QRP89484.1
OG0000252	BAB37012.1	AAC75775.1	QQM00509.1	QRP87960.1, QRP90878.1
OG0000253	BAB37058.1, BAB37060.1, BAB37061.2	AAC75820.2		QRP91161.1
OG0000254	BAB37072.1, BAB37428.1	AAC75831.1, AAC76161.1, AAC76714.2		
OG0000255	BAB37169.2	AAC73614.1, AAC75911.2	QQM00543.1	QRP89213.1
OG0000256	BAB37185.1, BAB38534.1	AAC75928.1, AAC77090.1		QRP88594.1
OG0000257	BAB37325.1, BAB37750.2	AAC76054.1	QQM01268.1	QRP89196.1
OG0000258	BAB37372.1	AAC76102.1	QQM00635.1	QRP88488.1, QRP89882.1
OG0000259	BAB37416.2, BAB38643.2	AAC76148.2, AAC77200.2		QRP89312.1
OG0000260	BAB37520.2	AAC76256.2, AAC77235.2	QQM00686.1, QQM00735.1	
OG0000261	BAB37532.1	AAC76268.1	QQM01248.1	QRP87553.1, QRP88457.1
OG0000262	BAB37546.2	AAC76283.2, AAC76981.1	QQM01352.1	QRP88346.1
OG0000263	BAB37550.1	AAC76287.1		QRP88883.1, QRP89059.1, QRP90642.1
OG0000264	BAB37551.1	AAC76288.1	QQM00701.1	QRP88884.1, QRP90643.1
OG0000265	BAB37672.2	AAC76432.2		QRP90475.1, QRP90516.1, QRP91413.1
OG0000266	BAB37682.1, BAB37696.1	AAC76453.1, AAT48180.1		QRP89416.1
OG0000267	BAB37694.1, BAB37695.2	AYC08247.1		QRP88321.1, QRP89388.1
OG0000268	BAB37888.1		QQM00634.1, QQM00649.1, QQM01391.1	QRP90807.1
OG0000269	BAB37916.1	AAC76639.1		QRP88400.1, QRP90994.1, QRP91420.1
OG0000270	BAB37938.2	AAC76664.2	QQM00552.1	QRP87729.1, QRP90199.1
OG0000271	BAB37943.2	AAC76669.2	QQM00564.1	QRP88312.1, QRP90266.1
OG0000272	BAB38048.2	AAC76708.2		QRP88601.1, QRP89669.1, QRP90466.1
OG0000273	BAB38057.1	AAT48201.1	QQM00442.1	QRP87753.1, QRP87992.1
OG0000274	BAB38143.1	AAT48212.1		QRP88020.1, QRP88509.1, QRP90452.1
OG0000275	BAB38175.1	AAT48221.1		QRP88501.1, QRP88942.1, QRP90902.1
OG0000276	BAB38200.1	AAC74445.1, AAT48231.1		QRP89248.1, QRP91197.1
OG0000277	BAB38291.1	AAC76921.1		QRP88872.1, QRP90820.1, QRP91089.1
OG0000278	BAB38457.1	AAC77022.1	QQM00640.1	QRP89543.1, QRP89609.1
OG0000279	BAB38463.1	AAC77028.1	QQM01085.1	QRP89030.1, QRP89519.1
OG0000280	BAB38569.1	AAC77127.1	QQM00760.1, QQM01386.1	QRP88375.1
OG0000281	BAB38570.1	AAC77128.1	QQM01013.1	QRP91063.1, QRP91171.1
OG0000282	BAB38729.1	AAC77304.1		QRP90268.1, QRP91389.1, QRP91390.1
OG0000283	BAB38780.1	AAC77352.1		QRP88338.1, QRP88811.1, QRP91625.1
OG0000284		AAC73401.2, AAC73476.2, AAC73641.2, AAC74112.2, AAC75149.2		
OG0000285		AAC74580.1		QRP91538.1, QRP91550.1, QRP91596.1, QRP91598.1
OG0000286			QQM00571.1, QQM00575.1, QQM00615.1, QQM01111.1, QQM01112.1	
OG0000287			QQM00618.1, QQM00952.1, QQM01077.1, QQM01103.1, QQM01241.1	
OG0000288			QQM00637.1, QQM00739.1, QQM00867.1, QQM01371.1, QQM01372.1	
OG0000289			QQM00953.1, QQM01094.1, QQM01456.1, QQM01459.1, QQM01462.1	
OG0000290				QRP87473.1, QRP87982.1, QRP87997.1, QRP89111.1, QRP90824.1
OG0000291				QRP87715.1, QRP88342.1, QRP90685.1, QRP90830.1, QRP91270.1
OG0000292				QRP87803.1, QRP89361.1, QRP89365.1, QRP89366.1, QRP89367.1
OG0000293				QRP88038.1, QRP88139.1, QRP88384.1, QRP91462.1, QRP91507.1
OG0000294				QRP88234.1, QRP88381.1, QRP88382.1, QRP91054.1, QRP91344.1
OG0000295				QRP88320.1, QRP88444.1, QRP88654.1, QRP89835.1, QRP91174.1
OG0000296				QRP88415.1, QRP88893.1, QRP89940.1, QRP90489.1, QRP91496.1
OG0000297				QRP88452.1, QRP88997.1, QRP89037.1, QRP89678.1, QRP91470.1
OG0000298				QRP88549.1, QRP89562.1, QRP90434.1, QRP90693.1, QRP90984.1
OG0000299				QRP88645.1, QRP88855.1, QRP90336.1, QRP90672.1, QRP91181.1
OG0000300				QRP88788.1, QRP89761.1, QRP90035.1, QRP90425.1, QRP90631.1
OG0000301				QRP88862.1, QRP88863.1, QRP89641.1, QRP89642.1, QRP89643.1
OG0000302				QRP89325.1, QRP89448.1, QRP89667.1, QRP90039.1, QRP90981.1
OG0000303				QRP89340.1, QRP89605.1, QRP90144.1, QRP91254.1, QRP91453.1
OG0000304				QRP90479.1, QRP90480.1, QRP90481.1, QRP90483.1, QRP90488.1
OG0000305				QRP90718.1, QRP90722.1, QRP90726.1, QRP90728.1, QRP90730.1
OG0000306				QRP90719.1, QRP90723.1, QRP90727.1, QRP90729.1, QRP90731.1
OG0000307	BAA31807.1		QQM01320.1	QRP90082.1, QRP91282.1
OG0000308	BAB33437.1	AAC73125.1	QQM01090.1	QRP90906.1
OG0000309	BAB33438.1	AAC73126.1	QQM00388.1	QRP90535.1
OG0000310	BAB33445.1, BAB34701.1, BAB36338.1	AAC75170.1		
OG0000311	BAB33446.1, BAB34699.2, BAB36339.1	AAC75171.1		
OG0000312	BAB33449.1	AAC73134.1	QQM01269.1	QRP87752.1
OG0000313	BAB33451.1	AAC73136.1	QQM00964.1	QRP88163.1
OG0000314	BAB33452.1	AAC73137.1	QQM00692.1	QRP89840.1
OG0000315	BAB33453.1	AAC73138.1	QQM00965.1	QRP89838.1
OG0000316	BAB33455.1	AAC73140.1	QQM01485.1	QRP88652.1
OG0000317	BAB33457.1	AAC73142.1	QQM00651.1	QRP87841.1
OG0000318	BAB33458.1	AAC73143.1	QQM00901.1	QRP89496.1
OG0000319	BAB33469.1, BAB35829.1	AAC73154.1, AAC74769.1		
OG0000320	BAB33474.2	AAC73159.1	QQM01065.1	QRP88664.1
OG0000321	BAB33479.1	AAC73162.1	QQM00426.1	QRP91273.1
OG0000322	BAB33501.1	AAC73185.1		QRP88927.1, QRP88930.1
OG0000323	BAB33504.2, BAB38125.1	AAC73188.2		QRP88640.1
OG0000324	BAB33509.1	AAC73193.1	QQM00492.1	QRP87739.1
OG0000325	BAB33512.1	AAC73196.1	QQM01088.1	QRP87741.1
OG0000326	BAB33513.1	AAC73197.1	QQM01255.1	QRP87627.1
OG0000327	BAB33514.1	AAC73198.1	QQM01230.1	QRP87742.1
OG0000328	BAB33515.1	AAC73199.1	QQM01035.1	QRP87743.1
OG0000329	BAB33517.1	AAC73201.1	QQM00612.1	QRP87745.1
OG0000330	BAB33518.1	AAC73202.1	QQM00753.1	QRP87746.1
OG0000331	BAB33519.1	AAC73203.1	QQM00430.1	QRP87587.1
OG0000332	BAB33521.1	AAC73205.1	QQM00490.1	QRP87748.1
OG0000333	BAB33522.1	AAC73206.1	QQM00931.1	QRP87749.1
OG0000334	BAB33525.1	AAC73209.1	QQM00788.1	QRP91021.1
OG0000335	BAB33530.1	AAC73214.1	QQM00507.1	QRP90924.1
OG0000336	BAB33556.1, BAB37437.1, BAB38425.1	AAC73240.1		
OG0000337	BAB33577.1, BAB37340.1	AAC73261.1		QRP87937.1
OG0000338	BAB33587.1	AAC73271.1	QQM00920.1	QRP87730.1
OG0000339	BAB33593.1	AAC73279.1	QQM01407.1	QRP89577.1
OG0000340	BAB33594.1	AAC73280.1	QQM00776.1	QRP88427.1
OG0000341	BAB33595.1	AAC73281.1	QQM00775.1	QRP88428.1
OG0000342	BAB33596.1	AAC73282.1	QQM00774.1	QRP91343.1
OG0000343	BAB33597.1	AAC73283.1	QQM00773.1	QRP91345.1
OG0000344	BAB33598.1	AAC73284.1	QQM01139.1	QRP88698.1
OG0000345	BAB33599.2	AAC73285.1	QQM00772.1	QRP91448.1
OG0000346	BAB33600.2	AAC73286.2	QQM00771.1	QRP91277.1
OG0000347	BAB33601.1	AAC73287.1	QQM01217.1	QRP88699.1
OG0000348	BAB33602.1	AAC73288.1	QQM01216.1	QRP87574.1
OG0000349	BAB33606.1	AAC73292.1		QRP87835.1, QRP91169.1
OG0000350	BAB33608.1	AAC73294.1	QQM01231.1	QRP87760.1
OG0000351	BAB33609.1	AAC73295.1	QQM01452.1	QRP91441.1
OG0000352	BAB33611.1, BAB38536.1	AAC73297.1, AAC77092.1		
OG0000353	BAB33613.1	AAC73299.1	QQM01349.1	QRP90810.1
OG0000354	BAB33617.1	AAC73303.1		QRP88998.1, QRP90827.1
OG0000355	BAB33619.1	AAC73305.1	QQM01004.1	QRP89690.1
OG0000356	BAB33664.1, BAB33668.1, BAB34025.1, BAB34154.1			
OG0000357	BAB33687.1	AAC73341.1		QRP89107.1, QRP91271.1
OG0000358	BAB33722.1, BAB34725.1, BAB36936.1	AAC75672.1		
OG0000359	BAB33750.2, BAB34753.1	AAC73399.1		QRP89049.1
OG0000360	BAB33785.1, BAB35540.1, BAB36539.1	AAC75293.1		
OG0000361	BAB33798.2, BAB38114.1, BAB38496.1	AAC76772.1		
OG0000362	BAB33856.2	AAC73486.2		QRP87595.1, QRP90521.1
OG0000363	BAB33880.1	AAC73509.1	QQM00943.1	QRP89816.1
OG0000364	BAB33881.1	AAC73510.1	QQM00777.1	QRP90926.1
OG0000365	BAB33882.2	AAC73511.1	QQM00422.1	QRP88092.1
OG0000366	BAB33890.1	AAC73517.1	QQM00921.1	QRP87572.1
OG0000367	BAB33891.1	AAC73518.1	QQM00549.1	QRP91124.1
OG0000368	BAB33898.1	AAC73524.1	QQM01295.1	QRP88655.1
OG0000369	BAB33914.1	AAC73540.1	QQM00609.1	QRP88366.1
OG0000370	BAB33915.1	AAC73541.1	QQM00608.1	QRP88367.1
OG0000371	BAB33916.1	AAC73542.1	QQM00607.1	QRP89815.1
OG0000372	BAB33948.1	AAC73574.1	QQM01286.1	QRP90278.1
OG0000373	BAB33949.1	AAC73575.1	QQM01363.1	QRP89715.1
OG0000374	BAB33950.2	AAC73576.1	QQM00878.1	QRP90979.1
OG0000375	BAB33954.1	AAC73580.1		QRP88885.1, QRP90860.1
OG0000376	BAB33960.1	AAC73586.1, AYC08180.1		QRP90293.1
OG0000377	BAB34008.1	AAC73625.1	QQM01385.1	QRP88147.1
OG0000378	BAB34011.1	AAC73628.1	QQM00474.1	QRP87827.1
OG0000379	BAB34014.1	AAC73631.1	QQM00794.1	QRP89127.1
OG0000380	BAB34015.2, BAB37854.2, BAB38093.1	AAC73632.2		
OG0000381	BAB34031.1	AAC73671.1		QRP87820.1, QRP89964.1
OG0000382	BAB34033.1	AAC73673.1		QRP87834.1, QRP88873.1
OG0000383	BAB34038.1	AAC73678.1		QRP89105.1, QRP91257.1
OG0000384	BAB34039.1	AAC73679.1		QRP88917.1, QRP89065.1
OG0000385	BAB34048.1	AAC73687.1		QRP89073.1, QRP89326.1
OG0000386	BAB34050.1	AAC73689.1, AAC77243.1		QRP89958.1
OG0000387	BAB34064.1, BAB34809.1	AAC73703.1		QRP90024.1
OG0000388	BAB34089.1	AAC73729.1	QQM00669.1	QRP91103.1
OG0000389	BAB34091.2	AAC73731.2	QQM01162.1	QRP90291.1
OG0000390	BAB34095.1	AAC73735.1	QQM01236.1	QRP88350.1
OG0000391	BAB34096.1	AAC73736.1	QQM00927.1	QRP88349.1
OG0000392	BAB34098.2	AAC73738.2	QQM01244.1	QRP91276.1
OG0000393	BAB34103.1	AAC73743.1	QQM00400.1	QRP87958.1
OG0000394	BAB34120.1	AAC73760.1	QQM00934.1	QRP87863.1
OG0000395	BAB34122.1	AAC73762.1	QQM00691.1	QRP87928.1
OG0000396	BAB34144.1, BAB37264.2	AAC73787.1, AAC76002.2		
OG0000397	BAB34172.1	AAC73818.1	QQM00935.1	QRP87985.1
OG0000398	BAB34175.1	AAC73821.1	QQM00783.1	QRP90635.1
OG0000399	BAB34176.1	AAC73822.1	QQM01313.1	QRP89856.1
OG0000400	BAB34177.1	AAC73823.1	QQM01312.1	QRP89857.1
OG0000401	BAB34203.1	AAC73839.1	QQM01183.1	QRP89453.1
OG0000402	BAB34228.1, BAB34593.1, BAB34673.1, BAB36429.1			
OG0000403	BAB34235.1, BAB34624.1, BAB36400.1, BAB36926.1			
OG0000404	BAB34236.1, BAB35971.2, BAB36925.1	AAC74908.2		
OG0000405	BAB34238.1, BAB35043.1, BAB35690.1, BAB36173.1			
OG0000406	BAB34255.1, BAB35061.1, BAB35594.1, BAB36377.1			
OG0000407	BAB34256.1, BAB35062.1, BAB35593.1, BAB36376.1			
OG0000408	BAB34272.1, BAB35239.1, BAB35644.1		QQM00561.1	
OG0000409	BAB34280.1	AAC73866.1	QQM01028.1	QRP89511.1
OG0000410	BAB34310.1	AAC73896.1	QQM00720.1	QRP87535.1
OG0000411	BAB34383.1	AAC73961.2		QRP88552.1, QRP89944.1
OG0000412	BAB34387.2	AAC73965.2		QRP87538.1, QRP90414.1
OG0000413	BAB34392.1	AAC73970.1	QQM00623.1	QRP88287.1
OG0000414	BAB34396.1	AAC73974.1	QQM00960.1	QRP91048.1
OG0000415	BAB34398.1	AAC73976.1	QQM00449.1	QRP91050.1
OG0000416	BAB34401.1	AAC73979.1	QQM01401.1	QRP91073.1
OG0000417	BAB34417.1	AAC73997.1	QQM01221.1	QRP91043.1
OG0000418	BAB34452.1	AAC74031.1	QQM01335.1	QRP89988.1
OG0000419	BAB34497.1, BAB35368.1, BAB35698.1	AAC74442.1		
OG0000420	BAB34507.1, BAB34626.1, BAB36398.2	AAC73652.1		
OG0000421	BAB34529.2, BAB35053.1, BAB35602.1, BAB36158.1			
OG0000422	BAB34530.1, BAB35055.1, BAB35600.1, BAB36156.1			
OG0000423	BAB34532.1, BAB35057.1, BAB35598.1, BAB36154.1			
OG0000424	BAB34533.1, BAB35058.1, BAB35597.1, BAB36153.1			
OG0000425	BAB34543.1, BAB35412.1, BAB35778.1	AAC74718.1		
OG0000426	BAB34563.1, BAB38435.1	AAC74069.1, AAC76999.1		
OG0000427	BAB34583.1, BAB35352.1, BAB36436.1	AAC74427.1		
OG0000428	BAB34592.1, BAB34671.1, BAB34939.1, BAB36430.1			
OG0000429	BAB34633.1, BAB34951.1, BAB36394.1, BAB38417.1			
OG0000430	BAB34683.1	AAC74099.1	QQM00435.1	QRP88607.1
OG0000431	BAB34695.2, BAB36491.1	AAC74247.1, AAC75237.1		
OG0000432	BAB34711.1, BAB37199.1	AAC75943.1		QRP90863.1
OG0000433	BAB34740.2, BAB38519.2	AAC77075.2		QRP88979.1
OG0000434	BAB34824.1, BAB36224.1	AAC73355.2, AAC75681.1		
OG0000435	BAB34825.1, BAB36225.1	AAC73351.1, AAC75691.1		
OG0000436	BAB34867.1	AAC74150.1, AAC74509.1		QRP88907.1
OG0000437	BAB34890.1	AAC74173.1	QQM01135.1	QRP88356.1
OG0000438	BAB34893.1	AAC74176.1	QQM01054.1	QRP89855.1
OG0000439	BAB34894.1	AAC74177.1	QQM00866.1	QRP88331.1
OG0000440	BAB34895.1	AAC74178.1	QQM01296.1	QRP87811.1
OG0000441	BAB34896.1	AAC74179.1	QQM01297.1	QRP87812.1
OG0000442	BAB34900.1	AAC74183.1	QQM01010.1	QRP88353.1
OG0000443	BAB34901.1	AAC74184.1	QQM01247.1	QRP88657.1
OG0000444	BAB34904.1	AAC74187.1	QQM01252.1	QRP88183.1
OG0000445	BAB34921.1	AAC74204.3, QNV50513.1		QRP88017.1
OG0000446	BAB34924.1, BAB35032.1, BAB35180.1	AAC74224.1		
OG0000447	BAB34932.1, BAB35191.1, BAB35629.1, BAB36186.1			
OG0000448	BAB34933.2, BAB35192.2, BAB35628.2, BAB36185.2			
OG0000449	BAB34963.1, BAB35212.1, BAB35391.1, BAB35677.1			
OG0000450	BAB34964.1, BAB35214.1, BAB35393.1, BAB35675.1			
OG0000451	BAB34968.1, BAB35219.1, BAB35399.1, BAB35670.1			
OG0000452	BAB34970.1, BAB35221.1, BAB35401.1, BAB35668.1			
OG0000453	BAB34971.1, BAB35222.1, BAB35402.1, BAB35667.1			
OG0000454	BAB34972.1, BAB35223.2, BAB35403.1, BAB35666.1			
OG0000455	BAB34973.1, BAB35224.1, BAB35404.1, BAB35665.1			
OG0000456	BAB34974.2, BAB35225.2, BAB35405.2, BAB35664.2			
OG0000457	BAB35026.1	AAC74215.1	QQM00985.1	QRP88421.1
OG0000458	BAB35031.1	AAC74220.1	QQM00989.1	QRP88647.1
OG0000459	BAB35049.2	AAC73659.2, AAC74245.1, AAC74622.2		
OG0000460	BAB35052.1, BAB35603.1	AAC73661.1, AYC08216.1		
OG0000461	BAB35054.1, BAB35601.1, BAB36157.1, BBE29403.1			
OG0000462	BAB35111.2	AAC74276.1	QQM01163.1	QRP88169.1
OG0000463	BAB35131.1	AAC74287.1	QQM00709.1	QRP87964.1
OG0000464	BAB35132.1	AAC74288.1	QQM00496.1	QRP90930.1
OG0000465	BAB35135.2	AAC74291.1	QQM00384.1	QRP89927.1
OG0000466	BAB35136.1	AAC74292.1	QQM00644.1	QRP89542.1
OG0000467	BAB35139.1	AAC74295.1	QQM00554.1	QRP91164.1
OG0000468	BAB35140.1	AAC74296.1	QQM00366.1	QRP87571.1
OG0000469	BAB35151.1, BAB35495.1	AAC74307.1, AAD13433.1		
OG0000470	BAB35152.1, BAB35494.1	AAC74308.1, AAC74550.1		
OG0000471	BAB35153.1, BAB35493.1	AAC74309.1, AAC74549.1		
OG0000472	BAB35217.2, BBE29415.1, BBE29429.1, BBE29436.1			
OG0000473	BAB35262.2	AAC74349.2	QQM01011.1	QRP91094.1
OG0000474	BAB35269.1	AAC74356.1	QQM01257.1	QRP88100.1
OG0000475	BAB35272.1	AAC74358.1	QQM00436.1	QRP88646.1
OG0000476	BAB35284.1	AAC74370.1	QQM00421.1	QRP91107.1
OG0000477	BAB35299.1	AAC74381.1		QRP87563.1, QRP88065.1
OG0000478	BAB35499.1, BAB36527.1	AAC74459.1, AAC75275.1		
OG0000479	BAB35501.1, BAB38243.1	AAD13438.1, AAD13456.1		
OG0000480	BAB35502.1, BAB38242.1	AAD13439.1, AAD13455.1		
OG0000481	BAB35542.1, BAB38427.1	AAC74585.1, AAC77251.2		
OG0000482	BAB35576.2, BAB35641.1, BAB36362.1, BAB36906.1			
OG0000483	BAB35747.2	AAC74689.1		QRP87717.1, QRP87721.1
OG0000484	BAB35765.1	AAC74705.1	QQM00988.1	QRP89081.1
OG0000485	BAB35769.1	AAC74709.1	QQM01242.1	QRP87898.1
OG0000486	BAB35770.1	AAC74710.1	QQM01478.1	QRP90768.1
OG0000487	BAB35788.1	AAC74728.1	QQM00946.1	QRP89601.1
OG0000488	BAB35794.1	AAC74734.1	QQM00458.1	QRP89393.1
OG0000489	BAB35843.1	AAC74783.1	QQM00693.1	QRP89563.1
OG0000490	BAB35844.1	AAC74784.1	QQM00460.1	QRP89083.1
OG0000491	BAB35846.1	AAC74786.1	QQM01050.1	QRP90574.1
OG0000492	BAB35848.1	AAC74788.1	QQM01129.1	QRP90576.1
OG0000493	BAB35849.1	AAC74789.1	QQM01130.1	QRP90577.1
OG0000494	BAB35878.1	AAC74819.1	QQM01148.1	QRP89568.1
OG0000495	BAB35887.2	AAC74828.2	QQM01188.1	QRP91334.1
OG0000496	BAB35890.1	AAC74831.1		QRP88752.1, QRP88771.1
OG0000497	BAB35892.1	AAC74833.1		QRP88605.1, QRP88806.1
OG0000498	BAB35897.1	AAC74837.1		QRP87492.1, QRP89475.1
OG0000499	BAB35906.1	AAC74652.1, AAC74844.1, AAC77224.1		
OG0000500	BAB35939.1	AAC74877.1	QQM00526.1	QRP88693.1
OG0000501	BAB35952.2, BAB37436.1	AAC74889.2, AAC76174.1		
